year,gdp_level,gdp_log,gdp_log_growth,bank_credit_level,bank_credit_log,bank_credit_log_growth
2008,48986620590550,31.522568327582015,0.14095455578552318,23619140000000,30.793078516212727,0.20133643188557215
2009,55141523846620,31.640924157098446,0.11835582951643175,27755490000000,30.954454774391504,0.16137625817877677
2010,63664065417160,31.784641397150292,0.1437172400518456,32447880000000,31.110656225665576,0.1562014512740717
2011,76344721043680,31.966280003666196,0.1816386065159037,39420830000000,31.30531547273334,0.19465924706776505
2012,87363287113730,32.101096254434864,0.13481625076866877,46118520000000,31.462235720615027,0.15692024788168624
2013,99440131041530,32.230576880925085,0.12948062649022063,52604590000000,31.59382449422249,0.13158877360746146
2014,112335216116390,32.35250851815237,0.12193163722728428,59940960000000,31.724381193704826,0.13055669948233728
2015,124679590000000,32.45676828240393,0.1042597642515588,65364200000000,31.810995823901667,0.08661463019684135
2016,137718740000000,32.55623460535905,0.09946632295512359,72496150000000,31.914554572930864,0.10355874902919737
2017,153916690000000,32.66743259793696,0.11119799257790675,78414660000000,31.993032015600416,0.07847744266955203
2018,170900420000000,32.7721021636246,0.10466956568764374,86254250000000,32.088320445988344,0.095288430387928
2019,188996684445858,32.87275058821981,0.10064842459520662,97717220000000,32.21309891328468,0.12477846729633768
2020,201035928565946,32.93450475709822,0.06175416887840868,103708610000000,32.27260625568268,0.05950734239799971
2021,198540960064970,32.922016542703346,-0.012488214394871022,109495090000000,32.32690082399711,0.05429456831442536
2022,235973985282904,33.09474268302608,0.17272614032273026,118913140000000,32.40941442655534,0.08251360255822959
2023,268904725712225,33.225378253285555,0.13063557025947858,136752353300000,32.549192765857704,0.13977833930236727
2024,301229558976518,33.338893744411365,0.11351549112580983,164321639300000,32.73284683832485,0.18365407246714938
2025,330681453690088,33.43217665236629,0.09328290795492222,182439723299999,32.83744095110788,0.1045941127830261
