year,gdp_level,gdp_growth,bank_credit,bank_credit_growth,leverage_level,leverage_growth,total_assets,total_assets_growth,repos_level,repos_growth,deposits_level,deposits_growth,loan_to_nominal_gdp,credit_to_deposit_ratio
2015,32.28761358325529,0.07148522065101304,31.810995823901667,0.08661463019684135,2.5882071178377863,-0.023293098117598277,32.4215907006253,0.0922798893989949,30.46336172632233,0.03697818867103564,32.1779,0.1003,0.5242574185558359,0.7659910000000001
2016,32.36453993662012,0.07692635336482567,31.914554572930864,0.10355874902919737,2.573543384216606,-0.014663733621180342,32.508451744971396,0.08686104434609376,30.644266633433524,0.180904907111195,32.2454,0.0675,0.5264072993987601,0.777248
2017,32.44387136525721,0.07933142863709008,31.993032015600416,0.07847744266955203,2.547020940398884,-0.026522443817722063,32.585058333284344,0.07660658831294853,30.6030138225998,-0.04125281083372556,32.3416,0.0962,0.5094617094481436,0.72892
2018,32.509615867435656,0.06574450217844685,32.088320445988344,0.095288430387928,2.546013720613562,-0.0010072197853219222,32.65851562476192,0.07345729147757396,30.751238802829707,0.1482249802299087,32.4012,0.0596,0.5047047280515753,0.754891
2019,32.572157262993365,0.06254139555770877,32.21309891328468,0.12477846729633768,2.5235660306309953,-0.022447689982566743,32.74307197458528,0.0845563498233588,30.802153129009678,0.050914326179970715,32.4898,0.0886,0.5170313981248339,0.777151
2020,32.610141028179434,0.03798376518606972,32.27260625568268,0.05950734239799971,2.5038642761500043,-0.019701754480990985,32.82477909027809,0.08170711569281508,30.876098658018144,0.07394552900846563,32.5709,0.0811,0.515871022357978,0.7644
2021,32.55062746389938,-0.05951356428005283,32.32690082399711,0.05429456831442536,2.4536449591135074,-0.05021931703649685,32.90805840929454,0.08327931901644803,30.77309537494376,-0.10300328307438278,32.6796,0.1087,0.5514987434540919,0.72448473
2022,32.64311176823885,0.09248430433947163,32.40941442655534,0.08251360255822959,2.431941373452805,-0.02170358566070263,33.00975133702193,0.10169292772739169,30.88509920617747,0.11200383123370727,32.7774,0.0978,0.5039247858505999,0.72220396
2023,32.716449261299886,0.07333749306103243,32.549192765857704,0.13977833930236727,2.417254030951046,-0.014687342501758849,33.12484068206006,0.11508934503812895,31.059123687617213,0.17402448143974425,32.8816,0.1042,0.5085531797100096,0.7578946000000001
2024,32.804375473228,0.08792621192811367,32.73284683832485,0.18365407246714938,2.372371741454536,-0.04488228949650974,33.268683383240784,0.1438427011807235,31.24956818430677,0.1904444966895582,33.0125,0.1308,0.5455030371465288,0.8025388200000001
