term,coef,robust_se,p_value,ci_low,ci_high
const,0.12237714347666387,0.033349336290244704,0.0002429753467482973,0.05701364543946963,0.1877406415138581
net_npa_ratio,-0.7499389298330876,0.7540073572800234,0.3199287746648787,-2.2277661941801585,0.7278883345139833
change_in_rw,1.2869138607199637,0.3540731017875453,0.00027841297141195957,0.5929433333219902,1.9808843881179372
nominal_gdp_growth,0.3571351439362923,0.2531680466349514,0.15834360051154317,-0.1390651095045693,0.8533353973771539
