term,coef,robust_se,p_value,ci_low,ci_high
const,0.5027892455935493,0.1252158122385176,5.93497341797148e-05,0.2573707633111251,0.7482077278759736
capital_surplus_ratio,-2.021611291524369,1.6011123276413877,0.2067224432691256,-5.159733788904584,1.1165112058558457
net_npa_ratio,-2.764786128892028,1.0408042329521763,0.007898127450628387,-4.80472494043513,-0.7248473173489263
change_in_rw,0.8317691108939239,0.40138306576622107,0.03824142374950463,0.0450727579878587,1.6184654637999891
leverage_ratiotrc_to_ta,-2.3489208794441097,1.3478777586370658,0.0813893628072288,-4.99071274193533,0.292870983047111
